station_abbr;reference_timestamp;tre200s0;tre005s0;tresurs0;xchills0;ure200s0;tde200s0;pva200s0;prestas0;pp0qnhs0;pp0qffs0;ppz850s0;ppz700s0;fkl010z1;fve010z0;fkl010z0;dkl010z0;wcc006s0;fu3010z0;fkl010z3;fu3010z1;fu3010z3;rre150z0;htoauts0;gre000z0;ods000z0;oli000z0;olo000z0;osr000z0;sre000z0
SMA;14.02.2025 22:10;-3.2;-5.4;-6.1;-3.2;85.8;-5.2;4.1;957.5;1023.2;1026.8;;;3.3;1;1.1;19;;4;3.1;11.9;11.2;0;0;0;;213;;;0
SMA;14.02.2025 22:20;-3.3;-5.9;-6.6;-5.5;85.7;-5.3;4.1;957.5;1023.2;1026.9;;;4.5;1.3;1.5;46;;5.4;4.3;16.2;15.5;0;0;0;;213;;;0
SMA;14.02.2025 22:30;-3.5;-5.7;-6.4;-5.8;87.8;-5.2;4.1;957.5;1023.2;1026.9;;;3.6;1.3;1.5;55;;5.4;3.2;13;11.5;0;0;0;;213;;;0
SMA;14.02.2025 22:40;-3.7;-6;-6.8;-3.7;87.7;-5.4;4.1;957.5;1023.2;1027;;;3.2;0.8;1;95;;3.6;3.1;11.5;11.2;0;0;0;;213;;;0
SMA;14.02.2025 22:50;-3.7;-6.4;-7.1;-3.7;86.8;-5.6;4;957.4;1023.1;1026.9;;;3.1;1;1.2;89;;4.3;3;11.2;10.8;0;0;0;;221;;;0
SMA;14.02.2025 23:00;-3.5;-6.3;-6.9;-3.5;86.6;-5.4;4.1;957.4;1023.1;1026.8;;;2.6;0.8;1.1;98;;4;2.5;9.4;9;0;0;0;;220;;;0
SMA;14.02.2025 23:10;-3.9;-6.7;-7.5;-3.9;89.1;-5.4;4.1;957.4;1023.1;1026.9;;;2;0.5;0.6;75;;2.2;1.9;7.2;6.8;0;0;0;;214;;;0
SMA;14.02.2025 23:20;-3.4;-6.5;-7.3;-3.4;86.7;-5.3;4.1;957.4;1023.1;1026.8;;;1.9;0.7;0.8;360;;2.9;1.8;6.8;6.5;0;0;0;;215;;;0
SMA;14.02.2025 23:30;-3.4;-6.4;-7.2;-3.4;86.2;-5.4;4.1;957.4;1023.1;1026.8;;;2.1;0.9;0.9;14;;3.2;2;7.6;7.2;0;0;0;;216;;;0
SMA;14.02.2025 23:40;-3.4;-6.4;-7.3;-3.4;86.3;-5.4;4.1;957.5;1023.2;1026.9;;;4;1;1.1;50;;4;3.7;14.4;13.3;0;0;0;;215;;;0
SMA;14.02.2025 23:50;-4.2;-6.6;-7.5;-4.2;91.1;-5.4;4.1;957.5;1023.2;1027.1;;;2;0.9;1;61;;3.6;2;7.2;7.2;0;0;0;;224;;;0
SMA;15.02.2025 00:00;-3.5;-6.2;-6.9;-6.6;87.4;-5.3;4.1;957.4;1023.1;1026.8;;;5;1.8;2;66;;7.2;4.9;18;17.6;0;0;0;;237;;;0
SMA;15.02.2025 00:10;-3.1;-5.3;-5.8;-6.7;86.2;-5.1;4.2;957.2;1022.9;1026.5;;;5.9;2.3;2.5;62;;9;5.7;21.2;20.5;0;0;0;;239;;;0
SMA;15.02.2025 00:20;-3.4;-4.9;-5.4;-6.1;88.5;-5;4.2;957.1;1022.8;1026.4;;;3.8;1.7;1.8;65;;6.5;3.6;13.7;13;0;0;0;;243;;;0
SMA;15.02.2025 00:30;-2.9;-4.4;-4.7;-5.1;86;-4.9;4.2;957;1022.7;1026.2;;;3.8;1.3;1.5;86;;5.4;3.7;13.7;13.3;0;0;0;;275;;;0
SMA;15.02.2025 00:40;-2.9;-3.7;-3.8;-5.3;87;-4.8;4.3;957;1022.7;1026.2;;;5.4;1.3;1.6;66;;5.8;5;19.4;18;0;0;0;;276;;;0
SMA;15.02.2025 00:50;-2.8;-3.6;-3.7;-2.8;85.5;-4.9;4.3;957;1022.7;1026.2;;;3.5;0.9;1.1;39;;4;3.4;12.6;12.2;0;0;0;;283;;;0
SMA;15.02.2025 01:00;-2.6;-3.3;-3.3;-2.6;85.1;-4.8;4.3;956.9;1022.6;1026;;;2.7;0.7;1;9;;3.6;2.7;9.7;9.7;0;0;0;;291;;;0
SMA;15.02.2025 01:10;-2.5;-3.1;-3.1;-4.6;83.7;-4.9;4.3;956.9;1022.6;1026;;;3.7;1.4;1.5;15;;5.4;3.5;13.3;12.6;0;0;0;;291;;;0
SMA;15.02.2025 01:20;-2.6;-3;-3;-4.6;83.8;-5;4.2;956.9;1022.6;1026;;;3.7;1.3;1.4;36;;5;3.6;13.3;13;0;0;0;;291;;;0
SMA;15.02.2025 01:30;-2.4;-3;-3;-4.5;82.9;-4.9;4.2;957;1022.7;1026.1;;;4.3;1.4;1.5;17;;5.4;4.2;15.5;15.1;0;0;0;;291;;;0
SMA;15.02.2025 01:40;-2.4;-2.9;-2.9;-4.3;83.8;-4.8;4.3;956.9;1022.6;1026;;;3.6;1.2;1.4;29;;5;3.4;13;12.2;0;0;0;;291;;;0
SMA;15.02.2025 01:50;-2.5;-2.9;-2.9;-5.2;84.3;-4.8;4.3;956.7;1022.4;1025.8;;;4.4;1.6;1.9;35;;6.8;4.3;15.8;15.5;0;0;0;;291;;;0
SMA;15.02.2025 02:00;-2.6;-2.8;-2.8;-4.6;85.1;-4.8;4.3;956.7;1022.4;1025.8;;;3.5;1.2;1.4;33;;5;3.4;12.6;12.2;0;0;0;;292;;;0
SMA;15.02.2025 02:10;-2.6;-2.8;-2.8;-4.6;83.6;-5;4.2;956.7;1022.4;1025.8;;;4;1.2;1.4;22;;5;3.7;14.4;13.3;0;0;0;;292;;;0
SMA;15.02.2025 02:20;-2.6;-2.8;-2.8;-4.9;84;-4.9;4.2;956.5;1022.2;1025.6;;;4;1.3;1.6;28;;5.8;3.8;14.4;13.7;0;0;0;;291;;;0
SMA;15.02.2025 02:30;-2.7;-2.8;-2.8;-5.3;83.8;-5.1;4.2;956.4;1022;1025.5;;;4;1.7;1.8;40;;6.5;3.9;14.4;14;0;0;0;;291;;;0
SMA;15.02.2025 02:40;-2.5;-2.8;-2.8;-2.5;82.9;-5;4.2;956.4;1022;1025.5;;;2.5;0.6;0.9;47;;3.2;2.4;9;8.6;0;0;0;;291;;;0
SMA;15.02.2025 02:50;-2.6;-2.8;-2.8;-2.6;82.9;-5.1;4.2;956.4;1022;1025.5;;;3;1;1.2;24;;4.3;2.9;10.8;10.4;0;0;0;;291;;;0
SMA;15.02.2025 03:00;-2.6;-2.8;-2.8;-2.6;82.5;-5.2;4.2;956.4;1022;1025.5;;;2.1;0.7;1;25;;3.6;2;7.6;7.2;0;0;0;;291;;;0
SMA;15.02.2025 03:10;-2.7;-2.8;-2.8;-5.2;83.2;-5.1;4.2;956.3;1021.9;1025.4;;;4.9;1.6;1.7;26;;6.1;4.7;17.6;16.9;0;0;0;;291;;;0
SMA;15.02.2025 03:20;-2.8;-2.9;-2.9;-2.8;83.1;-5.3;4.1;956.2;1021.8;1025.3;;;4.3;1.2;1.3;59;;4.7;4.2;15.5;15.1;0;0;0;;290;;;0
SMA;15.02.2025 03:30;-2.8;-3;-3;-5.7;84.5;-5;4.2;955.9;1021.5;1025;;;3.8;1.8;2;61;;7.2;3.7;13.7;13.3;0;0;0;;281;;;0
SMA;15.02.2025 03:40;-2.8;-3.1;-3.1;-2.8;85.4;-4.9;4.2;955.9;1021.5;1025;;;3.4;0.8;1.1;79;;4;3.3;12.2;11.9;0;0;0;;286;;;0
SMA;15.02.2025 03:50;-2.8;-3;-3;-5;83.7;-5.2;4.2;955.9;1021.5;1025;;;4;1.3;1.5;60;;5.4;3.8;14.4;13.7;0;0;0;;290;;;0
SMA;15.02.2025 04:00;-2.7;-2.9;-2.9;-2.7;82.7;-5.2;4.1;955.9;1021.5;1025;;;2.7;1;1.1;38;;4;2.6;9.7;9.4;0;0;0;;290;;;0
SMA;15.02.2025 04:10;-2.6;-2.9;-2.9;-4.6;82.4;-5.2;4.2;956;1021.6;1025.1;;;4.1;1.3;1.4;42;;5;4;14.8;14.4;0;0;0;;290;;;0
SMA;15.02.2025 04:20;-2.7;-2.9;-2.9;-5.8;81.4;-5.4;4.1;956;1021.6;1025.1;;;4.5;2;2.1;54;;7.6;4.3;16.2;15.5;0;0;0;;290;;;0
SMA;15.02.2025 04:30;-2.8;-3;-3;-6;81.1;-5.6;4;955.9;1021.5;1025;;;4;2;2.2;57;;7.9;3.9;14.4;14;0;0;0;;278;;;0
SMA;15.02.2025 04:40;-3;-3.5;-3.5;-6.8;81.9;-5.6;4;955.7;1021.3;1024.8;;;6;2.6;2.7;62;;9.7;5.9;21.6;21.2;0;0;0;;252;;;0
SMA;15.02.2025 04:50;-3.1;-4;-4.1;-6.1;82.2;-5.7;4;955.8;1021.4;1025;;;5.7;1.8;2;47;;7.2;5.6;20.5;20.2;0;0;0;;247;;;0
SMA;15.02.2025 05:00;-3;-3.9;-4;-6.1;82.4;-5.6;4;955.8;1021.4;1024.9;;;4.6;2;2.1;45;;7.6;4.4;16.6;15.8;0;0;0;;257;;;0
SMA;15.02.2025 05:10;-3.1;-3.9;-4.1;-6.4;83.6;-5.5;4.1;955.7;1021.3;1024.9;;;4.1;2;2.2;61;;7.9;3.9;14.8;14;0;0;0;;257;;;0
SMA;15.02.2025 05:20;-3.3;-4.4;-4.6;-6.7;83.4;-5.7;4;955.7;1021.3;1024.9;;;4.5;2.2;2.3;49;;8.3;4.3;16.2;15.5;0;0;0;;218;;;0
SMA;15.02.2025 05:30;-3.8;-5;-5.3;-7.8;84.2;-6.1;3.9;955.7;1021.3;1025.1;;;4.7;2.7;2.7;47;;9.7;4.5;16.9;16.2;0;0;0;;214;;;0
SMA;15.02.2025 05:40;-3.4;-5.3;-5.7;-7.7;83.1;-5.9;4;955.4;1021;1024.6;;;5.5;3;3.1;49;;11.2;5.4;19.8;19.4;0;0;0;;214;;;0
SMA;15.02.2025 05:50;-3.7;-5.6;-6;-7.2;83.6;-6.1;3.9;955.4;1021;1024.7;;;5.5;1.9;2.3;80;;8.3;5.4;19.8;19.4;0;0;0;;210;;;0
SMA;15.02.2025 06:00;-4.1;-6.3;-6.8;-4.1;86.3;-6;3.9;955.5;1021.1;1024.9;;;2.2;0.7;0.9;116;;3.2;2.1;7.9;7.6;0;0;0;;219;;;0
SMA;15.02.2025 06:10;-3.8;-6;-6.6;-7;85.4;-5.9;3.9;955.5;1021.1;1024.8;;;3.6;2;2.1;59;;7.6;3.5;13;12.6;0;0;0;;230;;;0
SMA;15.02.2025 06:20;-3.8;-5.5;-5.9;-7.9;85.1;-5.9;3.9;955.4;1021;1024.7;;;3.9;2.8;2.8;57;;10.1;3.8;14;13.7;0;0;0;;215;;;0
SMA;15.02.2025 06:30;-3.8;-5.8;-6.3;-8;84.6;-6;3.9;955.3;1020.9;1024.6;;;4.3;2.8;2.9;53;;10.4;4.2;15.5;15.1;0;0;0;;209;;;0
SMA;15.02.2025 06:40;-3.9;-5.7;-6.2;-7.7;85.6;-6;3.9;955.2;1020.8;1024.5;;;3.6;2.5;2.5;57;;9;3.4;13;12.2;0;0;3;;207;;;0
SMA;15.02.2025 06:50;-3.9;-5.8;-6.4;-7.5;85.5;-6;3.9;955.3;1020.9;1024.7;;;4;2.3;2.4;48;;8.6;3.9;14.4;14;0;0;9;;207;;;0
SMA;15.02.2025 07:00;-3.8;-5.8;-6.4;-7.5;85.6;-5.9;3.9;955.3;1020.9;1024.6;;;3.7;2.5;2.5;40;;9;3.5;13.3;12.6;0;0;15;;207;;;0
SMA;15.02.2025 07:10;-4;-6.2;-6.9;-7.3;86.7;-5.9;3.9;955.4;1021;1024.8;;;3.3;2.1;2.1;31;;7.6;3.2;11.9;11.5;0;0;23;;208;;;0
SMA;15.02.2025 07:20;-4.1;-5.8;-6.5;-7.8;87.7;-5.8;4;955.3;1020.9;1024.7;;;3.9;2.3;2.4;35;;8.6;3.9;14;14;0;0;31;;209;;;0
SMA;15.02.2025 07:30;-3.8;-5.5;-6;-7.8;86;-5.8;4;955.1;1020.7;1024.4;;;4.5;2.6;2.7;54;;9.7;4.4;16.2;15.8;0;0;45;;208;;;0
SMA;15.02.2025 07:40;-3.5;-4.9;-5.4;-7.4;84.8;-5.7;4;955;1020.6;1024.2;;;4.4;2.6;2.7;54;;9.7;4.2;15.8;15.1;0;0;87;;209;;;7
SMA;15.02.2025 07:50;-3.4;-4.5;-4.9;-6.7;83.7;-5.8;4;954.9;1020.5;1024.1;;;3.7;2.1;2.2;50;;7.9;3.6;13.3;13;0;0;73;;211;;;1
SMA;15.02.2025 08:00;-3.5;-4.6;-4.9;-7.4;84.2;-5.8;4;954.7;1020.3;1023.9;;;4.5;2.7;2.7;59;;9.7;4.3;16.2;15.5;0;0;76;;211;;;1
SMA;15.02.2025 08:10;-3.2;-4.2;-4.6;-6.2;82.4;-5.8;4;954.7;1020.3;1023.8;;;3.6;1.9;2;53;;7.2;3.5;13;12.6;0;0;173;;209;;;9
SMA;15.02.2025 08:20;-2.9;-3.2;-3.5;-5.1;81.3;-5.6;4;954.6;1020.1;1023.6;;;3.4;1.3;1.5;43;;5.4;3.3;12.2;11.9;0;0;235;;210;;;10
SMA;15.02.2025 08:30;-2.8;-3;-3.3;-5.9;79.9;-5.8;4;954.6;1020.1;1023.6;;;3.9;2;2.1;58;;7.6;3.7;14;13.3;0;0;256;;213;;;10
SMA;15.02.2025 08:40;-2.7;-2.2;-2.5;-5.8;78.2;-6;3.9;954.6;1020.1;1023.6;;;5.2;1.9;2.1;64;;7.6;5.1;18.7;18.4;0;0;327;;226;;;10
SMA;15.02.2025 08:50;-2.8;-1.2;-1.3;-6.1;79.8;-5.8;4;954.6;1020.1;1023.6;;;4.7;2.1;2.3;35;;8.3;4.5;16.9;16.2;0;0;205;;241;;;3
SMA;15.02.2025 09:00;-2.8;-1.4;-1.4;-5.6;79.6;-5.8;4;954.5;1020;1023.5;;;4.1;1.8;1.9;56;;6.8;4;14.8;14.4;0;0;165;;248;;;0
SMA;15.02.2025 09:10;-2.6;-1;-1;-5.5;79;-5.7;4;954.5;1020;1023.4;;;3.6;1.8;2;59;;7.2;3.5;13;12.6;0;0;195;;272;;;0
SMA;15.02.2025 09:20;-2.6;-0.8;-0.7;-4.9;78.3;-5.8;4;954.5;1020;1023.4;;;3.8;1.5;1.6;47;;5.8;3.7;13.7;13.3;0;0;174;;284;;;0
SMA;15.02.2025 09:30;-2.6;-0.6;-0.4;-5.6;78.7;-5.8;4;954.4;1019.9;1023.3;;;4.4;1.9;2.1;34;;7.6;4.2;15.8;15.1;0;0;217;;268;;;0
SMA;15.02.2025 09:40;-2.3;-0.4;-0.3;-5.4;76.9;-5.8;4;954.4;1019.9;1023.3;;;4.3;2;2.2;37;;7.9;4.2;15.5;15.1;0;0;337;;247;;;4
SMA;15.02.2025 09:50;-2.3;-0.1;-0.1;-4.2;76.6;-5.8;4;954.4;1019.9;1023.3;;;4.1;1.1;1.4;47;;5;4;14.8;14.4;0;0;244;;253;;;0
SMA;15.02.2025 10:00;-2.4;0;0;-5.4;77;-5.9;3.9;954.5;1020;1023.4;;;4.7;2;2.1;38;;7.6;4.6;16.9;16.6;0;0;262;;257;;;0
SMA;15.02.2025 10:10;-1.9;0.7;1;-4.6;76;-5.6;4;954.6;1020.1;1023.4;;;3.2;1.6;1.9;54;;6.8;3.1;11.5;11.2;0;0;345;;280;;;2
SMA;15.02.2025 10:20;-2.3;0.4;0.8;-5.2;77.4;-5.7;4;954.6;1020.1;1023.5;;;4.6;1.8;2;28;;7.2;4.5;16.6;16.2;0;0;255;;283;;;0
SMA;15.02.2025 10:30;-2.5;0.1;0.4;-5.6;76.2;-6.1;3.9;954.7;1020.3;1023.6;;;4;2.1;2.2;44;;7.9;3.8;14.4;13.7;0;0;267;;260;;;0
SMA;15.02.2025 10:40;-2.2;1.2;1.4;-4.4;76.8;-5.7;4;954.7;1020.3;1023.6;;;3.4;1.4;1.6;54;;5.8;3.3;12.2;11.9;0;0;341;;266;;;1
SMA;15.02.2025 10:50;-2;1.8;2;-4.7;77.8;-5.3;4.1;954.7;1020.3;1023.5;;;3.6;1.8;1.9;63;;6.8;3.4;13;12.2;0;0;304;;286;;;0
SMA;15.02.2025 11:00;-2.3;0.9;1.1;-2.3;77.4;-5.7;4;954.7;1020.3;1023.6;;;2.6;0.9;1.1;46;;4;2.5;9.4;9;0;0;235;;289;;;0
SMA;15.02.2025 11:10;-2.2;0.8;1;-4.3;78;-5.5;4.1;954.7;1020.3;1023.6;;;2.6;1.2;1.5;92;;5.4;2.6;9.4;9.4;0;0;252;;288;;;0
SMA;15.02.2025 11:20;-2.4;0.6;0.8;-4.8;78.5;-5.6;4;954.8;1020.4;1023.7;;;3.4;1.5;1.7;70;;6.1;3.3;12.2;11.9;0;0;229;;290;;;0
SMA;15.02.2025 11:30;-2.2;0.7;0.9;-4.1;77.4;-5.6;4;954.8;1020.4;1023.7;;;2.8;1.2;1.4;96;;5;2.7;10.1;9.7;0;0;214;;291;;;0
SMA;15.02.2025 11:40;-2.5;0.6;0.8;-2.5;79.5;-5.6;4;954.6;1020.1;1023.5;;;2.7;0.8;0.9;78;;3.2;2.6;9.7;9.4;0;0;235;;287;;;0
SMA;15.02.2025 11:50;-2.1;0.6;0.9;-2.1;77;-5.6;4;954.5;1020;1023.3;;;2.5;1;1.2;32;;4.3;2.4;9;8.6;0;0;250;;288;;;0
SMA;15.02.2025 12:00;-2;0.7;1;-2;76.1;-5.6;4;954.5;1020;1023.3;;;2.9;1.1;1.2;39;;4.3;2.7;10.4;9.7;0;0;218;;292;;;0
SMA;15.02.2025 12:10;-1.9;0.5;0.8;-3.8;76.6;-5.5;4.1;954.5;1020;1023.3;;;3.1;1.1;1.4;37;;5;3;11.2;10.8;0;0;211;;290;;;0
SMA;15.02.2025 12:20;-1.9;0.9;1.2;-1.9;75.3;-5.7;4;954.5;1020;1023.3;;;3.1;1;1.1;40;;4;3;11.2;10.8;0;0;242;;288;;;0
SMA;15.02.2025 12:30;-1.6;1.1;1.4;-3.8;76;-5.3;4.1;954.5;1020;1023.2;;;3.2;1.5;1.6;56;;5.8;3;11.5;10.8;0;0;259;;282;;;0
SMA;15.02.2025 12:40;-1.5;1.3;1.7;-3.5;75.9;-5.2;4.2;954.3;1019.8;1022.9;;;2.9;1.4;1.5;43;;5.4;2.8;10.4;10.1;0;0;313;;261;;;1
SMA;15.02.2025 12:50;-1.6;1.8;2.2;-4.1;72.8;-5.8;4;954.3;1019.8;1023;;;3.5;1.5;1.8;62;;6.5;3.4;12.6;12.2;0;0;369;;266;;;4
SMA;15.02.2025 13:00;-1.1;2.8;3.5;-3.3;73.4;-5.2;4.1;954;1019.5;1022.5;;;3.2;1.5;1.7;68;;6.1;3.1;11.5;11.2;0;0;447;;245;;;9
SMA;15.02.2025 13:10;-0.9;4.5;5.5;-2.8;73;-5.1;4.2;953.6;1019.1;1022;;;3.7;1.3;1.5;47;;5.4;3.6;13.3;13;0;0;564;;246;;;10
SMA;15.02.2025 13:20;-0.5;4.6;5.8;-2.9;70;-5.3;4.1;953.4;1018.9;1021.7;;;4.1;1.6;1.9;63;;6.8;4;14.8;14.4;0;0;508;;235;;;10
SMA;15.02.2025 13:30;-0.5;4.8;5.9;-2.9;71.6;-5;4.2;953.2;1018.7;1021.5;;;3.8;1.8;1.9;64;;6.8;3.6;13.7;13;0;0;502;;228;;;10
SMA;15.02.2025 13:40;-0.5;3.4;4.3;-3.2;69.9;-5.3;4.1;953.1;1018.6;1021.4;;;4;1.9;2.1;34;;7.6;3.9;14.4;14;0;0;323;;224;;;7
SMA;15.02.2025 13:50;-0.8;3.3;4.2;-3.7;71.3;-5.3;4.1;952.9;1018.4;1021.2;;;3.8;2;2.2;60;;7.9;3.7;13.7;13.3;0;0;370;;226;;;8
SMA;15.02.2025 14:00;-0.6;2.7;3.5;-2.9;71.3;-5.1;4.2;952.7;1018.1;1021;;;4;1.6;1.8;58;;6.5;3.8;14.4;13.7;0;0;290;;227;;;7
SMA;15.02.2025 14:10;-0.6;1.8;2.4;-2.6;71.1;-5.2;4.2;952.5;1017.9;1020.8;;;3.6;1.2;1.6;53;;5.8;3.5;13;12.6;0;0;249;;227;;;6
SMA;15.02.2025 14:20;-0.2;1.6;2;-3.5;69.7;-5.1;4.2;952.4;1017.8;1020.6;;;4.7;2.5;2.7;35;;9.7;4.7;16.9;16.9;0;0;313;;228;;;8
SMA;15.02.2025 14:30;0.3;1.8;2.1;-2.2;70.3;-4.5;4.4;952.2;1017.6;1020.2;;;3.8;1.8;2.1;33;;7.6;3.7;13.7;13.3;0;0;361;;227;;;10
SMA;15.02.2025 14:40;0;2.1;2.5;-2.7;70.2;-4.8;4.3;952.4;1017.8;1020.5;;;4.4;2;2.2;19;;7.9;4.3;15.8;15.5;0;0;232;;238;;;5
SMA;15.02.2025 14:50;-0.3;1.7;2.1;-3.2;70.2;-5.1;4.2;952.7;1018.1;1020.9;;;4.1;2.2;2.3;7;;8.3;3.9;14.8;14;0;0;182;;228;;;7
SMA;15.02.2025 15:00;-0.1;2.5;3;-2.5;71.3;-4.7;4.3;952.8;1018.2;1021;;;3.9;1.7;1.9;30;;6.8;3.9;14;14;0;0;204;;234;;;5
SMA;15.02.2025 15:10;-0.4;1.8;2.3;-3.5;71.7;-4.9;4.3;952.8;1018.2;1021;;;4.7;2.3;2.5;35;;9;4.5;16.9;16.2;0;0;190;;234;;;5
SMA;15.02.2025 15:20;-0.2;2.2;2.4;-3.4;69.1;-5.2;4.2;952.7;1018.1;1020.9;;;4.9;2.4;2.6;38;;9.4;4.8;17.6;17.3;0;0;208;;219;;;10
SMA;15.02.2025 15:30;-0.3;1.9;2.5;-3.1;68.6;-5.4;4.1;952.7;1018.1;1020.9;;;4.9;2;2.2;33;;7.9;4.8;17.6;17.3;0;0;145;;218;;;10
SMA;15.02.2025 15:40;-0.4;1.6;2;-3.6;68.5;-5.5;4.1;952.5;1017.9;1020.7;;;4.9;2.3;2.6;61;;9.4;4.6;17.6;16.6;0;0;127;;218;;;8
SMA;15.02.2025 15:50;-0.5;2.4;2.9;-3.7;68.6;-5.6;4;952.5;1017.9;1020.7;;;4.7;2.4;2.6;62;;9.4;4.6;16.9;16.6;0;0;126;;219;;;10
SMA;15.02.2025 16:00;-0.7;1;1.3;-3.7;69.2;-5.6;4;952.5;1017.9;1020.8;;;4.2;2.1;2.3;72;;8.3;4.1;15.1;14.8;0;0;75;;219;;;7
SMA;15.02.2025 16:10;-0.9;-0.5;-0.4;-4.4;71.3;-5.4;4.1;952.4;1017.8;1020.7;;;6.1;2.6;2.8;66;;10.1;5.9;22;21.2;0;0;38;;219;;;0
SMA;15.02.2025 16:20;-1.1;-1.5;-1.5;-4.2;73.8;-5.2;4.2;952.3;1017.7;1020.7;;;5;2.3;2.4;68;;8.6;4.9;18;17.6;0;0;24;;219;;;0
SMA;15.02.2025 16:30;-1.3;-2;-2.1;-4.2;74.1;-5.3;4.1;952.2;1017.6;1020.6;;;5;2;2.2;67;;7.9;4.7;18;16.9;0;0;16;;221;;;0
SMA;15.02.2025 16:40;-1.4;-2.3;-2.4;-4.5;75.2;-5.2;4.1;952;1017.4;1020.4;;;4.7;2.3;2.3;71;;8.3;4.6;16.9;16.6;0;0;8;;222;;;0
SMA;15.02.2025 16:50;-1.5;-2.7;-2.9;-4.2;75.9;-5.2;4.2;952;1017.4;1020.5;;;4.5;1.9;2;65;;7.2;4.2;16.2;15.1;0;0;1;;222;;;0
SMA;15.02.2025 17:00;-1.5;-3;-3.2;-4.2;76.3;-5.1;4.2;952;1017.4;1020.5;;;3.8;1.9;2;56;;7.2;3.7;13.7;13.3;0;0;0;;223;;;0
SMA;15.02.2025 17:10;-1.7;-3.3;-3.5;-4.5;77.8;-5.1;4.2;952;1017.4;1020.5;;;4.2;1.9;2;63;;7.2;4;15.1;14.4;0;0;0;;224;;;0
SMA;15.02.2025 17:20;-1.9;-3.6;-3.9;-1.9;78.5;-5.1;4.2;952;1017.4;1020.6;;;2.3;1.1;1.2;61;;4.3;2.2;8.3;7.9;0;0;0;;225;;;0
SMA;15.02.2025 17:30;-1.9;-3.7;-4.1;-3.8;78.6;-5.1;4.2;952;1017.4;1020.6;;;2.8;1.3;1.4;71;;5;2.7;10.1;9.7;0;0;0;;225;;;0
SMA;15.02.2025 17:40;-2;-3.6;-4;-5.1;78.2;-5.3;4.1;952.1;1017.5;1020.7;;;3.5;2.2;2.2;60;;7.9;3.4;12.6;12.2;0;0;0;;226;;;0
SMA;15.02.2025 17:50;-2;-3.7;-4;-5.4;78.3;-5.3;4.1;952.1;1017.5;1020.7;;;3.8;2.4;2.5;58;;9;3.6;13.7;13;0;0;0;;226;;;0
SMA;15.02.2025 18:00;-2.2;-3.5;-3.8;-5.8;78.9;-5.4;4.1;952.2;1017.6;1020.9;;;3.9;2.5;2.6;70;;9.4;3.7;14;13.3;0;0;0;;227;;;0
SMA;15.02.2025 18:10;-2.2;-3.6;-3.9;-5;78.7;-5.4;4.1;952.3;1017.7;1021;;;3.5;2;2;77;;7.2;3.3;12.6;11.9;0;0;0;;228;;;0
SMA;15.02.2025 18:20;-2.4;-3.7;-4;-4.8;80.7;-5.3;4.1;952.4;1017.8;1021.1;;;2.7;1.7;1.7;81;;6.1;2.6;9.7;9.4;0;0;0;;228;;;0
SMA;15.02.2025 18:30;-2.4;-3.9;-4;-5.3;81.1;-5.2;4.2;952.3;1017.7;1021;;;2.9;1.9;2;72;;7.2;2.8;10.4;10.1;0;0;0;;229;;;0
SMA;15.02.2025 18:40;-2.5;-3.9;-3.9;-5.5;81.6;-5.2;4.1;952.3;1017.7;1021.1;;;2.9;2;2.1;64;;7.6;2.9;10.4;10.4;0;0;0;;228;;;0
SMA;15.02.2025 18:50;-2.5;-4.1;-4.3;-5;81.3;-5.3;4.1;952.2;1017.6;1021;;;2.9;1.7;1.7;70;;6.1;2.8;10.4;10.1;0;0;0;;227;;;0
SMA;15.02.2025 19:00;-2.6;-4.1;-4.3;-5.4;82.3;-5.2;4.2;952.1;1017.5;1020.9;;;2.8;1.9;1.9;67;;6.8;2.7;10.1;9.7;0;0;0;;228;;;0
SMA;15.02.2025 19:10;-2.5;-4;-4.3;-5.5;82.4;-5.1;4.2;952;1017.4;1020.7;;;3.7;2.1;2.1;73;;7.6;3.6;13.3;13;0;0;0;;231;;;0
SMA;15.02.2025 19:20;-2.5;-4;-4.3;-5.2;82.8;-5;4.2;952;1017.4;1020.7;;;2.9;1.8;1.9;59;;6.8;2.9;10.4;10.4;0;0;0;;235;;;0
SMA;15.02.2025 19:30;-2.5;-3.8;-4.1;-5.5;82.4;-5.1;4.2;952;1017.4;1020.7;;;3.5;2.1;2.1;63;;7.6;3.3;12.6;11.9;0;0;0;;242;;;0
SMA;15.02.2025 19:40;-2.5;-3.6;-3.8;-5.2;82.9;-5;4.2;952;1017.4;1020.7;;;2.6;1.9;1.9;62;;6.8;2.6;9.4;9.4;0;0;0;;261;;;0
SMA;15.02.2025 19:50;-2.4;-3.3;-3.5;-5;82.7;-4.9;4.2;951.9;1017.3;1020.6;;;2.5;1.8;1.8;58;;6.5;2.4;9;8.6;0;0;0;;263;;;0
SMA;15.02.2025 20:00;-2.3;-3.2;-3.3;-2.3;83;-4.8;4.3;951.9;1017.3;1020.6;;;2.3;1.2;1.2;59;;4.3;2.2;8.3;7.9;0;0;0;;262;;;0
SMA;15.02.2025 20:10;-2.4;-3.5;-3.6;-2.4;82.6;-5;4.2;951.9;1017.3;1020.6;;;1.5;0.6;0.6;49;;2.2;1.5;5.4;5.4;0;0;0;;253;;;0
SMA;15.02.2025 20:20;-2.3;-3.8;-4.1;-2.3;82.9;-4.8;4.3;951.9;1017.3;1020.6;;;1;0.6;0.6;66;;2.2;1;3.6;3.6;0;0;0;;247;;;0
